X_Line,Y_Line,Z,X_Helix,Y_Helix,X_Mobius,Y_Mobius
0,0,5,0,0,0,0
0.00500333555703803,0.00500333555703803,5.01000667111408,0.0471550160051998,0.000148241167326479,0.0471550160051998,0.0943081679265014
0.0100066711140761,0.0100066711140761,5.02001334222815,0.0943081679265014,0.000592958809186861,0.0943081679265014,0.188601423623949
0.0150100066711141,0.0150100066711141,5.03002001334223,0.141457591753696,0.00133413534545795,0.141457591753696,0.282864857221247
0.0200133422281521,0.0200133422281521,5.0400266844563,0.188601423623949,0.00237174147670771,0.188601423623949,0.377083563562839
0.0250166777851901,0.0250166777851901,5.05003335557038,0.235737799895484,0.00370573618534931,0.235737799895484,0.471242644565547
0.0300200133422282,0.0300200133422282,5.06004002668446,0.282864857221247,0.00533606673726816,0.282864857221247,0.565327211574292
0.0350233488992662,0.0350233488992662,5.07004669779853,0.329980732622576,0.0072626686839028,0.329980732622576,0.659322387716323
0.0400266844563042,0.0400266844563042,5.08005336891261,0.377083563562839,0.00948546586479443,0.377083563562839,0.753213310253584
0.0450300200133422,0.0450300200133422,5.09006004002668,0.424171488021063,0.0120043704105971,0.424171488021063,0.846985132932842
0.0500333555703803,0.0500333555703803,5.10006671114076,0.471242644565547,0.0148192827465499,0.471242644565547,0.940623028333213
0.0550366911274183,0.0550366911274183,5.11007338225484,0.518295172427437,0.0179300915964162,0.518295172427437,1.03411219021071
0.0600400266844563,0.0600400266844563,5.12008005336891,0.565327211574292,0.0213366739868795,0.565327211574292,1.12743783583944
0.0650433622414943,0.0650433622414943,5.13008672448299,0.61233690278361,0.0250388952524053,0.61233690278361,1.22058520834909
0.0700466977985324,0.0700466977985324,5.14009339559706,0.659322387716323,0.0290366090405683,0.659322387716323,1.3135395790583
0.0750500333555704,0.0750500333555704,5.15010006671114,0.706281808990264,0.0333296573178324,0.706281808990264,1.4062862498036
0.0800533689126084,0.0800533689126084,5.16010673782522,0.753213310253584,0.0379178703758001,0.753213310253584,1.49881055526356
0.0850567044696464,0.0850567044696464,5.17011340893929,0.800115036258142,0.042801066837922,0.800115036258142,1.59109786527764
0.0900600400266845,0.0900600400266845,5.18012008005337,0.846985132932842,0.0479790536666677,0.846985132932842,1.68313358715959
0.0950633755837225,0.0950633755837225,5.19012675116744,0.893821747456924,0.0534516261711523,0.893821747456924,1.77490316800486
0.100066711140761,0.100066711140761,5.20013342228152,0.940623028333213,0.0592185680152343,0.940623028333213,1.86639209699175
0.105070046697799,0.105070046697799,5.2101400933956,0.987387125461307,0.0652796512260623,0.987387125461307,1.95758590767589
0.110073382254837,0.110073382254837,5.22014676450967,1.03411219021071,0.0716346362030892,1.03411219021071,2.04847018027771
0.115076717811875,0.115076717811875,5.23015343562375,1.08079637549392,0.0782832717275445,1.08079637549392,2.13903054396253
0.120080053368913,0.120080053368913,5.24016010673783,1.12743783583944,0.0852252949723636,1.12743783583944,2.22925267911291
0.125083388925951,0.125083388925951,5.2501667778519,1.17403472746473,0.0924604315125782,1.17403472746473,2.31912231959289
0.130086724482989,0.130086724482989,5.26017344896598,1.22058520834909,0.0999883953361666,1.22058520834909,2.40862525500381
0.135090060040027,0.135090060040027,5.27018012008005,1.26708743830649,0.107808888855355,1.26708743830649,2.49774733293127
0.140093395597065,0.140093395597065,5.28018679119413,1.3135395790583,0.115921602918387,1.3135395790583,2.58647446118294
0.145096731154103,0.145096731154103,5.29019346230821,1.35993979430596,0.124326216821743,1.35993979430596,2.67479261001689
0.150100066711141,0.150100066711141,5.30020013342228,1.4062862498036,0.133022398322816,1.4062862498036,2.76268781435993
0.155103402268179,0.155103402268179,5.31020680453636,1.45257711343051,0.142009803653045,1.45257711343051,2.8501461760159
0.160106737825217,0.160106737825217,5.32021347565043,1.49881055526356,0.15128807753151,1.49881055526356,2.93715386586319
0.165110073382255,0.165110073382255,5.33022014676451,1.5449847476496,0.16085685317897,1.5449847476496,3.02369712604149
0.170113408939293,0.170113408939293,5.34022681787859,1.59109786527764,0.170715752332365,1.59109786527764,3.10976227212721
0.175116744496331,0.175116744496331,5.35023348899266,1.63714808525105,0.180864385259771,1.63714808525105,3.19533569529726
0.180120080053369,0.180120080053369,5.36024016010674,1.68313358715959,0.191302350775803,1.68313358715959,3.28040386448095
0.185123415610407,0.185123415610407,5.37024683122081,1.7290525531514,0.202029236257478,1.7290525531514,3.36495332849955
0.190126751167445,0.190126751167445,5.38025350233489,1.77490316800486,0.21304461766052,1.77490316800486,3.44897071819317
0.195130086724483,0.195130086724483,5.39026017344897,1.82068361920031,0.224348059536131,1.82068361920031,3.5324427485348
0.200133422281521,0.200133422281521,5.40026684456304,1.86639209699175,0.235939115048199,1.86639209699175,3.61535622073091
0.205136757838559,0.205136757838559,5.41027351567712,1.91202679447835,0.247817325990964,1.91202679447835,3.69769802430851
0.210140093395597,0.210140093395597,5.42028018679119,1.95758590767589,0.259982222807131,1.95758590767589,3.77945513918818
0.215143428952635,0.215143428952635,5.43028685790527,2.00306763558807,0.272433324606433,2.00306763558807,3.86061463774286
0.220146764509673,0.220146764509673,5.44029352901935,2.04847018027771,0.285170139184639,2.04847018027771,3.94116368684199
0.225150100066711,0.225150100066711,5.45030020013342,2.09379174693782,0.298192163043012,2.09379174693782,4.0210895498807
0.230153435623749,0.230153435623749,5.4603068712475,2.13903054396253,0.311498881408214,2.13903054396253,4.10037958879377
